mm39	mm39 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000094122.2	other	ENSG00000231359.3	other	many-to-many
ENSMUSG00000069939.9	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000117064.2	other	ENSG00000266613.1	other	one-to-many
ENSMUSG00000091931.6	pc	ENSG00000170270.5	pc	one-to-many
ENSMUSG00000025722.17	pc	ENSG00000177082.13	pc	one-to-many
ENSMUSG00000108879.2	other	ENSG00000116096.7	pc	one-to-many
ENSMUSG00000020664.11	pc	ENSG00000091140.15	pc	one-to-one
ENSMUSG00000076745.5	other	ENSG00000211693.2	other	one-to-many
ENSMUSG00000080914.2	other	ENSG00000215000.4	other	many-to-many
ENSMUSG00000085611.4	other	ENSG00000271370.1	other	many-to-many
ENSMUSG00000121353.2	lncRNA	ENSG00000196139.14	pc	many-to-many
ENSMUSG00000128990.1	lncRNA	ENSG00000253477.6	lncRNA	many-to-many
ENSMUSG00000130170.1	lncRNA	ENSG00000291233.2	lncRNA	one-to-many
ENSMUSG00000094892.3	pc	ENSG00000234680.1	other	many-to-many
ENSMUSG00000049090.4	pc	ENSG00000180011.7	pc	one-to-one
ENSMUSG00000143524.1	lncRNA	ENSG00000184860.10	pc	one-to-many
ENSMUSG00000089931.2	other	ENSG00000254595.1	other	many-to-many
ENSMUSG00000098089.3	other	ENSG00000219951.4	other	one-to-many
ENSMUSG00000080998.2	other	ENSG00000226156.1	other	many-to-many
ENSMUSG00000058028.15	pc	ENSG00000259273.1	other	many-to-many
ENSMUSG00000059064.9	other	ENSG00000240873.1	other	many-to-many
ENSMUSG00000050197.6	pc	ENSG00000101883.6	pc	one-to-many
ENSMUSG00000040225.16	pc	ENSG00000216777.1	other	many-to-many
ENSMUSG00000029106.15	pc	ENSG00000248155.1	other	many-to-many
ENSMUSG00000079659.6	pc	ENSG00000135185.12	pc	one-to-one
ENSMUSG00000055775.17	pc	ENSG00000133020.4	pc	one-to-one
ENSMUSG00000082192.3	other	ENSG00000248105.1	other	many-to-many
ENSMUSG00000021090.17	pc	ENSG00000131951.12	pc	one-to-one
ENSMUSG00000110105.2	pc	ENSG00000105136.22	pc	many-to-many
ENSMUSG00002075508.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000128289.1	lncRNA	ENSG00000293667.1	lncRNA	one-to-many
ENSMUSG00000022892.12	pc	ENSG00000142192.22	pc	one-to-one
ENSMUSG00000109924.2	other	ENSG00000083844.11	pc	many-to-many
ENSMUSG00000051234.7	pc	ENSG00000285558.1	pc	many-to-many
ENSMUSG00000084450.4	ncRNA	ENSG00000187243.17	pc	many-to-many
ENSMUSG00000001289.13	pc	ENSG00000288663.1	lncRNA	many-to-many
ENSMUSG00000061607.16	pc	ENSG00000137337.16	pc	one-to-one
ENSMUSG00000023079.15	pc	ENSG00000230583.10	other	many-to-many
ENSMUSG00000001285.13	pc	ENSG00000288663.1	lncRNA	many-to-many
ENSMUSG00000021520.5	pc	ENSG00000156467.10	pc	one-to-many
ENSMUSG00000038119.16	pc	ENSG00000309526.1	lncRNA	many-to-many
ENSMUSG00000144116.1	lncRNA	ENSG00000228606.5	lncRNA	many-to-many
ENSMUSG00000105747.2	other	ENSG00000251546.1	other	one-to-many
ENSMUSG00000075054.6	pc	ENSG00000241127.8	pc	one-to-many
ENSMUSG00000055323.8	lncRNA	ENSG00000275371.1	lncRNA	many-to-many
ENSMUSG00000079642.3	pc	ENSG00000236126.3	pc	many-to-many
ENSMUSG00000063410.9	pc	ENSG00000102572.15	pc	one-to-many
ENSMUSG00000087361.9	lncRNA	ENSG00000288804.2	lncRNA	one-to-one
ENSMUSG00000027871.17	pc	ENSG00000203859.10	pc	one-to-many
ENSMUSG00000065676.3	ncRNA	ENSG00000184423.5	other	many-to-many
ENSMUSG00000111913.2	lncRNA	ENSG00000111537.5	pc	one-to-many
ENSMUSG00000077294.3	ncRNA	ENSG00000177410.14	lncRNA	many-to-many
ENSMUSG00000082250.2	other	ENSG00000206053.13	pc	one-to-many
ENSMUSG00000033883.12	pc	ENSG00000269138.1	other	many-to-many
ENSMUSG00000020604.14	pc	ENSG00000267009.6	lncRNA	many-to-many
ENSMUSG00000117556.2	other	ENSG00000267611.1	other	many-to-many
ENSMUSG00000082550.2	other	ENSG00000253502.1	other	one-to-many
ENSMUSG00000059429.4	pc	ENSG00000171459.4	pc	one-to-one
ENSMUSG00000039096.11	pc	ENSG00000136444.10	pc	one-to-one
ENSMUSG00000081500.2	other	ENSG00000237549.1	other	one-to-many
ENSMUSG00000101359.2	other	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000041552.8	pc	ENSG00000165186.12	pc	one-to-one
ENSMUSG00000107034.2	other	ENSG00000260012.1	other	one-to-many
ENSMUSG00000130791.1	lncRNA	ENSG00000302953.1	lncRNA	one-to-one
ENSMUSG00000141264.1	lncRNA	ENSG00000301321.1	lncRNA	one-to-one
ENSMUSG00000111194.3	other	ENSG00000173572.12	pc	many-to-many
ENSMUSG00000079426.14	pc	ENSG00000250151.9	pc	many-to-many
ENSMUSG00000007827.11	pc	ENSG00000206192.7	other	many-to-many
ENSMUSG00000034636.10	pc	ENSG00000162378.13	pc	one-to-one
ENSMUSG00000115143.2	other	ENSG00000282502.1	other	many-to-many
ENSMUSG00000113804.2	other	ENSG00000299032.1	lncRNA	many-to-many
ENSMUSG00000061991.3	pc	ENSG00000290789.1	lncRNA	one-to-many
ENSMUSG00000050357.10	pc	ENSG00000248659.1	other	one-to-many
ENSMUSG00000119846.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000083856.2	other	ENSG00000120948.19	pc	one-to-many
ENSMUSG00000040813.17	pc	ENSG00000290587.2	lncRNA	many-to-many
ENSMUSG00000075726.3	ncRNA	ENSG00000201943.1	ncRNA	one-to-many
ENSMUSG00000138591.1	lncRNA	ENSG00000298078.1	lncRNA	one-to-one
ENSMUSG00000024173.13	pc	ENSG00000095917.15	pc	many-to-many
ENSMUSG00000031085.17	pc	ENSG00000293435.2	lncRNA	one-to-many
ENSMUSG00000081201.2	other	ENSG00000293025.2	lncRNA	many-to-many
ENSMUSG00000008682.14	pc	ENSG00000207165.1	ncRNA	many-to-many
ENSMUSG00000027694.12	other	ENSG00000249191.1	other	many-to-many
ENSMUSG00000089991.3	other	ENSG00000134365.15	pc	many-to-many
ENSMUSG00000083144.2	other	ENSG00000186787.10	pc	one-to-many
ENSMUSG00000138179.1	lncRNA	ENSG00000183283.16	pc	one-to-many
ENSMUSG00000082400.2	other	ENSG00000224219.1	other	one-to-many
ENSMUSG00000105770.3	ncRNA	ENSG00000222370.1	ncRNA	many-to-many
ENSMUSG00000074151.15	pc	ENSG00000140853.17	pc	one-to-one
ENSMUSG00000090602.4	other	ENSG00000267652.1	other	many-to-many
ENSMUSG00000092451.4	other	ENSG00000234680.1	other	many-to-many
ENSMUSG00000000706.17	pc	ENSG00000284688.1	other	many-to-many
ENSMUSG00000091680.4	pc	ENSG00000130487.9	pc	one-to-one
ENSMUSG00000099512.3	lncRNA	ENSG00000239922.3	lncRNA	one-to-many
ENSMUSG00000132260.1	lncRNA	ENSG00000219532.2	other	many-to-many
ENSMUSG00000019990.16	pc	ENSG00000171408.14	pc	one-to-one
ENSMUSG00000093314.3	ncRNA	ENSG00000214756.8	pc	one-to-many
ENSMUSG00000026319.14	pc	ENSG00000235945.1	other	many-to-many
ENSMUSG00000028885.9	pc	ENSG00000130768.15	pc	many-to-many
ENSMUSG00000031231.5	pc	ENSG00000131174.7	pc	one-to-one
ENSMUSG00000031842.16	pc	ENSG00000105650.23	pc	many-to-many
ENSMUSG00000054385.15	pc	ENSG00000230666.6	other	many-to-many
ENSMUSG00000015804.15	pc	ENSG00000224701.1	other	many-to-many
ENSMUSG00000047514.7	pc	ENSG00000224917.1	other	many-to-many
ENSMUSG00000045180.14	pc	ENSG00000114374.13	pc	many-to-many
ENSMUSG00000062960.11	pc	ENSG00000128052.10	pc	one-to-one
ENSMUSG00000117875.2	other	ENSG00000214199.3	other	many-to-many
ENSMUSG00000047591.6	pc	ENSG00000182759.4	pc	one-to-one
ENSMUSG00000024498.17	pc	ENSG00000260675.1	other	many-to-many
ENSMUSG00000034206.16	pc	ENSG00000051341.15	pc	one-to-one
ENSMUSG00000104290.2	other	ENSG00000235587.2	other	one-to-many
ENSMUSG00000106813.2	other	ENSG00000226632.1	other	many-to-many
ENSMUSG00000068566.14	pc	ENSG00000179820.17	pc	many-to-many
ENSMUSG00000019878.9	pc	ENSG00000257350.1	other	one-to-many
ENSMUSG00000077306.3	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000032554.16	pc	ENSG00000291042.2	lncRNA	many-to-many
ENSMUSG00000114703.2	other	ENSG00000225224.1	other	one-to-many
ENSMUSG00000114227.2	other	ENSG00000235552.7	other	many-to-many
ENSMUSG00000022836.12	pc	ENSG00000228868.3	other	many-to-many
ENSMUSG00000130644.1	lncRNA	ENSG00000304484.1	lncRNA	one-to-many
ENSMUSG00000107784.2	other	ENSG00000262623.1	other	one-to-many
ENSMUSG00000132894.1	lncRNA	ENSG00000296692.1	lncRNA	many-to-many
ENSMUSG00000015202.14	pc	ENSG00000153721.19	pc	many-to-many
ENSMUSG00000111166.2	other	ENSG00000226415.1	other	one-to-many
ENSMUSG00000103792.2	other	ENSG00000298342.1	lncRNA	many-to-many
ENSMUSG00000062762.18	pc	ENSG00000236343.1	other	one-to-many
ENSMUSG00000023707.14	pc	ENSG00000256028.2	lncRNA	many-to-many
ENSMUSG00000117810.2	other	ENSG00000225251.1	other	many-to-many
ENSMUSG00000084405.3	other	ENSG00000187612.1	pc	one-to-many
ENSMUSG00000059504.8	pc	ENSG00000177462.9	pc	many-to-many
ENSMUSG00000134775.1	lncRNA	ENSG00000305746.1	lncRNA	one-to-many
ENSMUSG00000077397.2	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000026547.16	pc	ENSG00000254316.1	other	one-to-many
ENSMUSG00000040010.11	pc	ENSG00000279583.2	lncRNA	many-to-many
ENSMUSG00000068394.5	pc	ENSG00000103995.14	pc	one-to-one
ENSMUSG00000056600.5	pc	ENSG00000204657.4	pc	one-to-many
ENSMUSG00000134757.1	lncRNA	ENSG00000306192.1	lncRNA	one-to-one
ENSMUSG00000081999.4	other	ENSG00000228054.2	other	many-to-many
ENSMUSG00000029847.14	pc	ENSG00000276067.3	other	many-to-many
ENSMUSG00000006731.11	pc	ENSG00000135454.14	pc	one-to-one
ENSMUSG00000059195.11	other	ENSG00000234996.5	other	many-to-many
ENSMUSG00000109046.2	other	ENSG00000226084.5	other	one-to-many
ENSMUSG00000123637.1	lncRNA	ENSG00000293008.1	lncRNA	many-to-many
ENSMUSG00000053580.17	pc	ENSG00000273736.2	other	one-to-many
ENSMUSG00000031452.16	pc	ENSG00000283199.3	pc	one-to-one
ENSMUSG00000070999.3	pc	ENSG00000185972.6	pc	one-to-one
ENSMUSG00000028126.17	pc	ENSG00000219294.6	other	many-to-many
ENSMUSG00000109526.2	other	ENSG00000251419.1	other	one-to-many
ENSMUSG00000113582.3	lncRNA	ENSG00000305570.1	lncRNA	one-to-one
ENSMUSG00000060657.9	pc	ENSG00000284184.1	ncRNA	many-to-many
ENSMUSG00000094422.4	pc	ENSG00000196578.4	pc	one-to-many
ENSMUSG00000053746.9	pc	ENSG00000187024.15	pc	one-to-one
ENSMUSG00000015721.19	pc	ENSG00000171487.16	pc	many-to-many
ENSMUSG00000087239.2	other	ENSG00000301189.1	lncRNA	many-to-many
ENSMUSG00000098005.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000087968.3	ncRNA	ENSG00000252010.1	ncRNA	one-to-many
ENSMUSG00000085079.4	pc	ENSG00000256980.5	pc	many-to-many
ENSMUSG00000032894.14	pc	ENSG00000184911.15	pc	many-to-many
ENSMUSG00000105317.3	other	ENSG00000117226.13	pc	many-to-many
ENSMUSG00000134209.1	lncRNA	ENSG00000175216.15	pc	one-to-many
ENSMUSG00000082110.2	other	ENSG00000227048.2	other	many-to-many
ENSMUSG00000025395.16	pc	ENSG00000198056.16	pc	many-to-many
ENSMUSG00000102543.6	pc	ENSG00000240184.7	pc	many-to-many
ENSMUSG00000100602.2	other	ENSG00000259838.1	other	one-to-many
ENSMUSG00000072772.4	pc	ENSG00000294677.1	lncRNA	many-to-many
ENSMUSG00000035420.8	pc	ENSG00000248853.1	other	many-to-many
ENSMUSG00000120387.2	lncRNA	ENSG00000185650.10	pc	many-to-many
ENSMUSG00000031962.7	pc	ENSG00000129910.8	pc	one-to-one
ENSMUSG00000123472.1	lncRNA	ENSG00000254529.1	other	many-to-many
ENSMUSG00000083627.2	other	ENSG00000229667.2	other	many-to-many
ENSMUSG00000084106.5	other	ENSG00000305614.1	lncRNA	many-to-many
ENSMUSG00000121444.1	lncRNA	ENSG00000207954.1	ncRNA	one-to-many
ENSMUSG00000005534.11	pc	ENSG00000171105.14	pc	one-to-one
ENSMUSG00000046027.18	pc	ENSG00000172345.14	pc	one-to-many
ENSMUSG00000118326.2	other	ENSG00000214391.3	other	one-to-many
ENSMUSG00000024565.11	pc	ENSG00000256463.10	pc	many-to-many
ENSMUSG00000095595.3	pc	ENSG00000151327.14	pc	many-to-many
ENSMUSG00000047407.18	pc	ENSG00000259339.2	other	many-to-many
ENSMUSG00000053565.11	pc	ENSG00000250442.1	other	many-to-many
ENSMUSG00000121608.1	pc	ENSG00000062096.15	pc	many-to-many
ENSMUSG00000052712.18	pc	ENSG00000242431.2	other	many-to-many
ENSMUSG00000043880.6	pc	ENSG00000197591.3	pc	one-to-one
ENSMUSG00000101433.2	other	ENSG00000237749.4	other	one-to-many
ENSMUSG00000043671.15	pc	ENSG00000178904.19	pc	one-to-many
ENSMUSG00000129193.1	lncRNA	ENSG00000225893.1	other	many-to-many
ENSMUSG00000121871.2	lncRNA	ENSG00000125520.14	pc	many-to-many
ENSMUSG00000060989.9	other	ENSG00000248977.1	other	many-to-many
ENSMUSG00000103793.2	pc	ENSG00000261934.3	pc	many-to-many
ENSMUSG00000022575.6	pc	ENSG00000104518.11	pc	one-to-one
ENSMUSG00000082175.2	other	ENSG00000164032.12	pc	one-to-many
ENSMUSG00000048200.13	pc	ENSG00000177685.17	pc	one-to-one
ENSMUSG00000020694.18	pc	ENSG00000228828.1	other	many-to-many
ENSMUSG00000100093.2	other	ENSG00000126768.13	pc	one-to-many
ENSMUSG00000001366.15	pc	ENSG00000288646.1	pc	many-to-many
ENSMUSG00000022003.8	pc	ENSG00000174032.17	pc	one-to-one
ENSMUSG00000082048.2	other	ENSG00000230734.1	other	one-to-many
ENSMUSG00000028138.9	pc	ENSG00000258224.1	other	many-to-many
ENSMUSG00000049098.5	pc	ENSG00000256347.1	other	many-to-many
ENSMUSG00000128808.1	lncRNA	ENSG00000243479.4	lncRNA	many-to-many
ENSMUSG00000068396.10	other	ENSG00000240808.1	other	many-to-many
ENSMUSG00000136480.1	lncRNA	ENSG00000250748.7	lncRNA	one-to-many
ENSMUSG00000081055.2	other	ENSG00000242299.1	other	one-to-many
ENSMUSG00000083547.3	other	ENSG00000146677.7	other	one-to-many
ENSMUSG00000107631.2	other	ENSG00000180211.5	other	one-to-many
ENSMUSG00000082966.2	other	ENSG00000299487.1	lncRNA	many-to-many
ENSMUSG00000034349.15	pc	ENSG00000229568.1	other	one-to-many
ENSMUSG00000082152.2	other	ENSG00000213856.3	other	one-to-many
ENSMUSG00000069910.3	pc	ENSG00000040275.17	pc	one-to-many
ENSMUSG00000100989.2	other	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000066232.5	pc	ENSG00000224668.1	other	many-to-many
ENSMUSG00000120289.2	lncRNA	ENSG00000273063.1	lncRNA	one-to-one
ENSMUSG00000115325.3	other	ENSG00000226608.3	other	one-to-many
ENSMUSG00000106889.2	other	ENSG00000251163.1	other	many-to-many
ENSMUSG00000032002.11	pc	ENSG00000137692.12	pc	one-to-one
ENSMUSG00000034006.18	pc	ENSG00000259786.8	lncRNA	one-to-many
ENSMUSG00000056509.11	pc	ENSG00000247595.5	pc	one-to-many
ENSMUSG00000136008.1	lncRNA	ENSG00000246820.3	lncRNA	one-to-one
ENSMUSG00000085783.4	other	ENSG00000219240.2	other	many-to-many
ENSMUSG00000109213.3	other	ENSG00000182334.3	pc	one-to-many
ENSMUSG00000067942.7	pc	ENSG00000170949.18	pc	many-to-many
ENSMUSG00000139711.1	lncRNA	ENSG00000250938.9	lncRNA	one-to-many
ENSMUSG00000094616.9	pc	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000084951.3	lncRNA	ENSG00000290911.2	lncRNA	many-to-many
ENSMUSG00000065637.3	ncRNA	ENSG00000207181.1	ncRNA	many-to-many
ENSMUSG00000037263.14	pc	ENSG00000006534.17	pc	many-to-many
ENSMUSG00000030393.9	pc	ENSG00000268163.1	pc	many-to-many
ENSMUSG00000002546.18	pc	ENSG00000230373.9	other	many-to-many
ENSMUSG00000025507.14	pc	ENSG00000177595.19	pc	many-to-many
ENSMUSG00000130002.1	lncRNA	ENSG00000265552.2	lncRNA	one-to-one
ENSMUSG00000066268.7	pc	ENSG00000225003.1	other	one-to-many
ENSMUSG00000116121.2	pc	ENSG00000119862.13	pc	many-to-many
ENSMUSG00000027227.8	pc	ENSG00000290387.2	lncRNA	many-to-many
ENSMUSG00000133261.1	lncRNA	ENSG00000235290.1	other	one-to-many
ENSMUSG00000065987.13	pc	ENSG00000090659.18	pc	many-to-many
ENSMUSG00000113221.2	other	ENSG00000176454.15	pc	one-to-many
ENSMUSG00000038453.18	pc	ENSG00000277363.5	pc	one-to-many
ENSMUSG00000025422.11	pc	ENSG00000261011.1	other	many-to-many
ENSMUSG00000111060.2	other	ENSG00000302721.1	lncRNA	many-to-many
ENSMUSG00000002413.16	pc	ENSG00000157764.14	pc	one-to-one
ENSMUSG00000083437.2	other	ENSG00000221879.3	other	many-to-many
ENSMUSG00000024844.16	pc	ENSG00000230306.1	other	many-to-many
ENSMUSG00000081093.2	other	ENSG00000259592.1	other	many-to-many
ENSMUSG00000105317.3	other	ENSG00000225492.7	other	many-to-many
ENSMUSG00000067399.11	pc	ENSG00000278837.1	other	many-to-many
ENSMUSG00000066116.4	other	ENSG00000232858.1	other	many-to-many
ENSMUSG00000126028.1	lncRNA	ENSG00000177992.10	pc	many-to-many
ENSMUSG00000094266.2	pc	ENSG00000239590.1	pc	one-to-many
ENSMUSG00000062826.8	pc	ENSG00000265408.1	lncRNA	many-to-many
ENSMUSG00000036752.5	pc	ENSG00000297967.1	lncRNA	many-to-many
ENSMUSG00000038541.9	pc	ENSG00000230491.1	other	many-to-many
ENSMUSG00000038057.5	pc	ENSG00000293440.2	lncRNA	one-to-many
ENSMUSG00000070493.4	pc	ENSG00000106153.14	pc	one-to-many
ENSMUSG00000041096.14	pc	ENSG00000250204.3	other	many-to-many
ENSMUSG00000064741.3	ncRNA	ENSG00000202479.1	ncRNA	many-to-many
ENSMUSG00000129231.1	lncRNA	ENSG00000272892.2	lncRNA	one-to-one
ENSMUSG00000057116.6	pc	ENSG00000163904.13	pc	one-to-many
ENSMUSG00000097511.4	lncRNA	ENSG00000253390.1	lncRNA	many-to-many
ENSMUSG00000133650.1	lncRNA	ENSG00000299260.1	lncRNA	one-to-one
ENSMUSG00000040652.18	pc	ENSG00000180304.14	pc	one-to-many
ENSMUSG00000063594.6	pc	ENSG00000167414.5	pc	one-to-many
ENSMUSG00000118072.2	other	ENSG00000235776.2	other	one-to-many
ENSMUSG00000084991.2	other	ENSG00000236152.1	other	one-to-many
ENSMUSG00000102175.2	other	ENSG00000225447.1	other	many-to-many
ENSMUSG00000047417.19	pc	ENSG00000277422.2	other	many-to-many
ENSMUSG00000130893.1	lncRNA	ENSG00000164411.12	pc	one-to-many
ENSMUSG00000118008.3	lncRNA	ENSG00000248223.2	lncRNA	one-to-many
ENSMUSG00000117162.2	other	ENSG00000204842.18	pc	one-to-many
ENSMUSG00000038352.16	pc	ENSG00000141748.13	pc	one-to-one
ENSMUSG00000081358.2	other	ENSG00000119335.18	pc	one-to-many
ENSMUSG00000025500.13	pc	ENSG00000185522.9	pc	one-to-many
ENSMUSG00000089700.2	other	ENSG00000159592.11	pc	one-to-many
ENSMUSG00000099546.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000100190.2	pc	ENSG00000284725.1	pc	one-to-one
ENSMUSG00000016200.15	pc	ENSG00000143469.21	pc	many-to-many
ENSMUSG00000040312.15	pc	ENSG00000204536.15	pc	one-to-one
ENSMUSG00000067575.6	other	ENSG00000235787.1	other	many-to-many
ENSMUSG00000061974.3	pc	ENSG00000185758.9	pc	one-to-one
ENSMUSG00000098194.2	other	ENSG00000228232.1	other	many-to-many
ENSMUSG00000110493.2	other	ENSG00000170923.4	pc	one-to-many
ENSMUSG00000021322.9	pc	ENSG00000136250.13	pc	one-to-one
ENSMUSG00000089002.3	ncRNA	ENSG00000207268.1	ncRNA	many-to-many
ENSMUSG00000059064.9	other	ENSG00000276703.1	other	many-to-many
ENSMUSG00000001173.16	pc	ENSG00000122126.18	pc	one-to-one
ENSMUSG00000041293.6	pc	ENSG00000153292.16	pc	one-to-one
ENSMUSG00000030264.15	pc	ENSG00000134077.16	pc	many-to-many
ENSMUSG00000024694.10	pc	ENSG00000255189.1	other	many-to-many
ENSMUSG00000052616.11	pc	ENSG00000249961.10	pc	one-to-one
ENSMUSG00000110700.2	other	ENSG00000080986.13	pc	one-to-many
ENSMUSG00000109812.2	lncRNA	ENSG00000177200.18	pc	one-to-many
ENSMUSG00000081514.3	other	ENSG00000182921.9	other	one-to-many
ENSMUSG00000023068.17	pc	ENSG00000217686.2	other	many-to-many
ENSMUSG00000110153.2	other	ENSG00000188873.4	other	one-to-many
ENSMUSG00000117116.2	other	ENSG00000310469.1	lncRNA	many-to-many
ENSMUSG00000082272.2	other	ENSG00000226721.2	other	many-to-many
ENSMUSG00000046157.14	pc	ENSG00000198133.9	pc	one-to-many
ENSMUSG00000058773.3	pc	ENSG00000184357.5	pc	one-to-many
ENSMUSG00000020737.13	pc	ENSG00000263786.1	lncRNA	many-to-many
ENSMUSG00000066829.8	pc	ENSG00000288262.1	other	many-to-many
ENSMUSG00000081344.6	other	ENSG00000225770.1	other	many-to-many
ENSMUSG00000101451.2	lncRNA	ENSG00000293629.1	lncRNA	many-to-many
ENSMUSG00000110055.2	other	ENSG00000151632.18	pc	many-to-many
ENSMUSG00000121377.2	lncRNA	ENSG00000277109.1	other	many-to-many
ENSMUSG00000102017.2	other	ENSG00000187833.8	pc	one-to-many
ENSMUSG00000129526.1	lncRNA	ENSG00000221930.7	other	many-to-many
ENSMUSG00000117438.2	other	ENSG00000214629.3	other	many-to-many
ENSMUSG00000051331.17	pc	ENSG00000110888.19	pc	many-to-many
ENSMUSG00000005442.14	pc	ENSG00000225270.1	other	many-to-many
ENSMUSG00000048592.11	other	ENSG00000168283.14	pc	many-to-many
ENSMUSG00000052675.12	pc	ENSG00000131115.16	pc	many-to-many
ENSMUSG00000040859.15	pc	ENSG00000160058.19	pc	one-to-one
ENSMUSG00000091762.2	other	ENSG00000242728.1	other	many-to-many
ENSMUSG00000119320.1	ncRNA	ENSG00000252258.1	ncRNA	many-to-many
ENSMUSG00000022336.4	pc	ENSG00000104408.11	pc	one-to-many
ENSMUSG00000070808.5	pc	ENSG00000063169.12	pc	one-to-one
ENSMUSG00000043073.12	pc	ENSG00000226430.7	pc	many-to-many
ENSMUSG00000007827.11	pc	ENSG00000196834.14	pc	many-to-many
ENSMUSG00000130761.1	lncRNA	ENSG00000290718.2	lncRNA	many-to-many
ENSMUSG00000121031.2	lncRNA	ENSG00000296000.1	lncRNA	one-to-many
ENSMUSG00000127581.1	lncRNA	ENSG00000155749.13	pc	one-to-many
ENSMUSG00000135291.1	lncRNA	ENSG00000235731.4	lncRNA	one-to-one
ENSMUSG00000062758.7	other	ENSG00000255991.2	other	many-to-many
ENSMUSG00000082580.4	other	ENSG00000130332.15	pc	one-to-many
ENSMUSG00000033475.16	pc	ENSG00000214736.8	pc	many-to-many
ENSMUSG00000108039.2	other	ENSG00000231445.1	other	many-to-many
ENSMUSG00000121844.2	lncRNA	ENSG00000115758.14	pc	many-to-many
ENSMUSG00000066442.18	pc	ENSG00000136371.11	pc	many-to-many
ENSMUSG00000028415.5	pc	ENSG00000122711.9	pc	one-to-one
ENSMUSG00000038007.15	pc	ENSG00000177076.6	pc	one-to-many
ENSMUSG00000095194.4	pc	ENSG00000255298.5	pc	one-to-many
ENSMUSG00000134766.1	lncRNA	ENSG00000267658.2	lncRNA	one-to-one
ENSMUSG00000049124.5	other	ENSG00000235763.1	other	many-to-many
ENSMUSG00000026574.6	pc	ENSG00000203601.4	lncRNA	many-to-many
ENSMUSG00000021615.14	pc	ENSG00000152422.16	pc	one-to-one
ENSMUSG00000118498.3	other	ENSG00000151208.17	pc	one-to-many
ENSMUSG00000033554.18	pc	ENSG00000117543.22	pc	one-to-one
ENSMUSG00000118941.1	ncRNA	ENSG00000206621.1	ncRNA	many-to-many
ENSMUSG00000135453.1	lncRNA	ENSG00000257762.6	lncRNA	one-to-many
ENSMUSG00000100637.2	other	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000115523.2	other	ENSG00000258788.3	other	one-to-many
ENSMUSG00000059195.11	other	ENSG00000293222.2	lncRNA	many-to-many
ENSMUSG00000091549.2	other	ENSG00000196205.8	other	many-to-many
ENSMUSG00000030494.15	pc	ENSG00000131941.8	pc	one-to-many
ENSMUSG00000094124.7	other	ENSG00000270685.1	other	many-to-many
ENSMUSG00002076477.1	ncRNA	ENSG00000163521.16	pc	one-to-many
ENSMUSG00000082099.2	other	ENSG00000235174.1	other	one-to-many
ENSMUSG00000101228.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000112140.2	other	ENSG00000153303.18	pc	many-to-many
ENSMUSG00000074435.11	pc	ENSG00000163206.6	pc	one-to-one
ENSMUSG00000029387.11	pc	ENSG00000278861.1	lncRNA	one-to-many
ENSMUSG00000048000.16	pc	ENSG00000204120.16	pc	many-to-many
ENSMUSG00000031212.4	pc	ENSG00000123901.9	pc	one-to-many
ENSMUSG00000058447.9	pc	ENSG00000197808.14	pc	many-to-many
ENSMUSG00000057551.11	pc	ENSG00000304526.1	lncRNA	many-to-many
ENSMUSG00000004610.5	pc	ENSG00000269403.1	pc	many-to-many
ENSMUSG00000103595.2	lncRNA	ENSG00000251136.12	lncRNA	one-to-many
ENSMUSG00000120825.2	lncRNA	ENSG00000298300.1	lncRNA	one-to-one
ENSMUSG00000089893.2	other	ENSG00000251284.2	other	one-to-many
ENSMUSG00000028031.7	pc	ENSG00000155011.9	pc	one-to-many
ENSMUSG00000050558.14	pc	ENSG00000101292.8	pc	many-to-many
ENSMUSG00002076475.1	ncRNA	ENSG00000224415.1	other	many-to-many
ENSMUSG00000074024.8	lncRNA	ENSG00000246067.11	lncRNA	many-to-many
ENSMUSG00000049916.13	pc	ENSG00000295080.1	lncRNA	many-to-many
ENSMUSG00000002384.3	pc	ENSG00000116985.12	pc	one-to-many
ENSMUSG00000047721.9	pc	ENSG00000293229.1	lncRNA	many-to-many
ENSMUSG00000053886.5	pc	ENSG00000104611.12	pc	one-to-one
