# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_id	H_gene_type	M_gene_id	M_gene_type	gencode_versions
ENSG00000226824.6	lncRNA	ENSMUSG00000060261.15	pc	many-to-many
ENSG00000239462.1	lncRNA	ENSMUSG00000086827.1	lncRNA	one-to-one
ENSG00000273073.1	lncRNA	ENSMUSG00000024145.6	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089171.1	ncRNA	many-to-many
ENSG00000276148.1	lncRNA	ENSMUSG00000058799.15	pc	one-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000082035.1	other	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000104902.1	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000055341.10	pc	many-to-many
ENSG00000269210.2	lncRNA	ENSMUSG00000066938.1	pc	one-to-one
ENSG00000268530.5	lncRNA	ENSMUSG00000110197.1	lncRNA	one-to-one
ENSG00000226012.1	lncRNA	ENSMUSG00000020867.13	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077332.1	ncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000081447.1	other	many-to-many
ENSG00000241772.2	lncRNA	ENSMUSG00000074424.3	pc	many-to-many
ENSG00000225516.6	lncRNA	ENSMUSG00000041096.13	pc	one-to-many
ENSG00000267057.5	lncRNA	ENSMUSG00000024546.5	pc	one-to-one
ENSG00000197332.8	lncRNA	ENSMUSG00000085608.1	other	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000037780.3	pc	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000090341.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000097935.1	other	many-to-many
ENSG00000186594.14	lncRNA	ENSMUSG00000065529.1	ncRNA	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000068959.6	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000081524.3	other	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000100894.1	other	many-to-many
ENSG00000229425.2	lncRNA	ENSMUSG00000100857.2	lncRNA	many-to-many
ENSG00000217576.7	lncRNA	ENSMUSG00000052056.14	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000079008.2	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000072763.2	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000095432.9	pc	many-to-many
ENSG00000259115.1	lncRNA	ENSMUSG00000002679.14	pc	one-to-many
ENSG00000278600.1	lncRNA	ENSMUSG00000002546.16	pc	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000114976.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000083641.1	other	many-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000085101.7	lncRNA	many-to-many
ENSG00000282977.1	lncRNA	ENSMUSG00000056851.13	pc	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000083317.1	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000074194.4	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000087908.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000083641.1	other	many-to-many
ENSG00000176728.7	lncRNA	ENSMUSG00000035569.17	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000002617.14	pc	many-to-many
ENSG00000241684.5	lncRNA	ENSMUSG00000097462.7	lncRNA	one-to-one
ENSG00000253678.1	lncRNA	ENSMUSG00000021966.7	pc	one-to-many
ENSG00000247950.6	lncRNA	ENSMUSG00000094658.7	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000082362.1	other	many-to-many
ENSG00000242588.5	lncRNA	ENSMUSG00000025340.14	pc	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000060699.2	pc	many-to-many
ENSG00000273840.1	lncRNA	ENSMUSG00000022024.10	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000074733.14	pc	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000082929.1	other	many-to-many
ENSG00000234705.1	lncRNA	ENSMUSG00000046711.15	pc	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000113260.1	other	many-to-many
ENSG00000284048.2	lncRNA	ENSMUSG00000052751.16	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000078500.3	pc	many-to-many
ENSG00000243069.7	lncRNA	ENSMUSG00000103502.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000106585.1	ncRNA	many-to-many
ENSG00000229274.1	lncRNA	ENSMUSG00000024679.10	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000083078.1	other	many-to-many
ENSG00000284391.1	lncRNA	ENSMUSG00000085314.1	lncRNA	one-to-one
ENSG00000266981.1	lncRNA	ENSMUSG00000004359.16	pc	many-to-many
ENSG00000225541.1	lncRNA	ENSMUSG00000105926.1	lncRNA	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000074529.10	pc	many-to-many
ENSG00000203279.3	lncRNA	ENSMUSG00000079170.3	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077689.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098195.1	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000114434.1	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000098781.1	pc	many-to-many
ENSG00000250392.2	lncRNA	ENSMUSG00000053199.13	pc	many-to-many
ENSG00000245384.1	lncRNA	ENSMUSG00000103416.1	lncRNA	many-to-many
ENSG00000255794.7	lncRNA	ENSMUSG00000098526.1	ncRNA	many-to-many
ENSG00000224066.1	lncRNA	ENSMUSG00000028797.20	pc	one-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000055240.16	pc	many-to-many
ENSG00000272693.3	lncRNA	ENSMUSG00000001833.17	pc	many-to-many
ENSG00000261771.5	lncRNA	ENSMUSG00000092192.7	pc	many-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000090460.3	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000071291.10	pc	many-to-many
ENSG00000256628.3	lncRNA	ENSMUSG00000102101.1	lncRNA	one-to-one
ENSG00000268362.5	lncRNA	ENSMUSG00000114923.1	pc	many-to-many
ENSG00000232480.1	lncRNA	ENSMUSG00000100393.1	lncRNA	one-to-one
ENSG00000232347.1	lncRNA	ENSMUSG00000030424.15	other	many-to-many
ENSG00000258410.1	lncRNA	ENSMUSG00000038612.16	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098037.1	other	many-to-many
ENSG00000228136.1	lncRNA	ENSMUSG00000047342.17	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000078498.5	pc	many-to-many
ENSG00000233593.8	lncRNA	ENSMUSG00000049606.16	pc	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000082154.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077730.1	ncRNA	many-to-many
ENSG00000259834.1	lncRNA	ENSMUSG00000056145.5	lncRNA	one-to-one
ENSG00000267519.5	lncRNA	ENSMUSG00000065541.1	ncRNA	one-to-many
ENSG00000211683.3	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000230368.2	lncRNA	ENSMUSG00000026969.3	pc	one-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000082038.1	other	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000100265.1	pc	many-to-many
ENSG00000231728.3	lncRNA	ENSMUSG00000031428.11	pc	one-to-many
ENSG00000272917.1	lncRNA	ENSMUSG00000080935.3	other	one-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098060.1	other	many-to-many
ENSG00000273328.5	lncRNA	ENSMUSG00000043773.5	lncRNA	many-to-many
ENSG00000249601.2	lncRNA	ENSMUSG00000086243.1	lncRNA	one-to-one
ENSG00000282057.1	lncRNA	ENSMUSG00000097183.2	lncRNA	one-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000103564.1	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000096304.1	pc	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000091528.8	pc	many-to-many
ENSG00000247950.6	lncRNA	ENSMUSG00000093918.7	pc	many-to-many
ENSG00000266560.5	lncRNA	ENSMUSG00000083784.1	other	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000107123.1	other	many-to-many
ENSG00000278202.1	lncRNA	ENSMUSG00000002797.9	pc	many-to-many
ENSG00000243885.1	lncRNA	ENSMUSG00000027800.14	pc	one-to-many
ENSG00000231934.1	lncRNA	ENSMUSG00000082154.1	other	many-to-many
ENSG00000280038.1	lncRNA	ENSMUSG00000026825.17	pc	many-to-many
ENSG00000268575.1	lncRNA	ENSMUSG00000029062.14	pc	one-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000066007.15	pc	many-to-many
ENSG00000283406.1	lncRNA	ENSMUSG00000016028.10	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000095479.1	ncRNA	many-to-many
ENSG00000215117.5	lncRNA	ENSMUSG00000029580.14	pc	many-to-many
ENSG00000261064.1	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000249061.1	lncRNA	ENSMUSG00000103196.1	lncRNA	one-to-one
ENSG00000245910.8	lncRNA	ENSMUSG00000093178.1	ncRNA	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000083087.1	other	many-to-many
ENSG00000223989.1	lncRNA	ENSMUSG00000086949.1	lncRNA	one-to-one
ENSG00000243766.7	lncRNA	ENSMUSG00000055408.7	lncRNA	many-to-many
ENSG00000273184.1	lncRNA	ENSMUSG00000020691.13	pc	one-to-many
ENSG00000278768.1	lncRNA	ENSMUSG00000089810.1	lncRNA	one-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000074824.3	pc	many-to-many
ENSG00000266994.1	lncRNA	ENSMUSG00000054381.5	pc	many-to-many
ENSG00000272934.1	lncRNA	ENSMUSG00000042364.11	pc	many-to-many
ENSG00000257599.2	lncRNA	ENSMUSG00000102869.2	lncRNA	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000108224.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000046130.7	pc	many-to-many
ENSG00000280291.1	lncRNA	ENSMUSG00000100005.7	lncRNA	many-to-many
ENSG00000230300.1	lncRNA	ENSMUSG00000107011.1	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000080815.1	other	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000099927.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000058331.15	pc	many-to-many
ENSG00000235972.1	lncRNA	ENSMUSG00000114046.1	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000037640.15	pc	one-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000078779.4	pc	many-to-many
ENSG00000238176.1	lncRNA	ENSMUSG00000100081.1	lncRNA	one-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000060427.15	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000100090.1	other	many-to-many
ENSG00000242588.5	lncRNA	ENSMUSG00000036309.14	pc	many-to-many
ENSG00000255410.1	lncRNA	ENSMUSG00000105727.1	other	many-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000047696.16	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000102030.1	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000095796.1	ncRNA	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000002617.14	pc	many-to-many
ENSG00000269893.6	lncRNA	ENSMUSG00000092730.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000078592.2	other	many-to-many
ENSG00000245685.6	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096913.1	ncRNA	many-to-many
ENSG00000250001.1	lncRNA	ENSMUSG00000022231.10	pc	one-to-many
ENSG00000228010.5	lncRNA	ENSMUSG00000052675.11	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000112849.1	other	many-to-many
ENSG00000224116.6	lncRNA	ENSMUSG00000107816.1	other	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000059975.15	pc	many-to-many
ENSG00000249175.1	lncRNA	ENSMUSG00000055633.6	pc	many-to-many
ENSG00000267064.1	lncRNA	ENSMUSG00000086877.7	lncRNA	one-to-one
ENSG00000224905.6	lncRNA	ENSMUSG00000083732.1	other	many-to-many
ENSG00000225056.1	lncRNA	ENSMUSG00000103559.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077716.1	ncRNA	many-to-many
ENSG00000273328.5	lncRNA	ENSMUSG00000022526.7	pc	one-to-many
ENSG00000282907.1	lncRNA	ENSMUSG00000025728.15	pc	one-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000046130.7	pc	many-to-many
ENSG00000259659.1	lncRNA	ENSMUSG00000093208.2	ncRNA	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000098071.2	other	many-to-many
ENSG00000267436.1	lncRNA	ENSMUSG00000020234.10	pc	one-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098046.1	other	many-to-many
ENSG00000284656.1	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many
ENSG00000263917.1	lncRNA	ENSMUSG00000024317.14	pc	many-to-many
ENSG00000260803.1	lncRNA	ENSMUSG00000020279.10	pc	many-to-many
ENSG00000244926.6	lncRNA	ENSMUSG00000027196.11	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000088039.1	ncRNA	many-to-many
ENSG00000203441.2	lncRNA	ENSMUSG00000085615.2	lncRNA	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098046.1	other	many-to-many
ENSG00000226950.6	lncRNA	ENSMUSG00000093355.1	ncRNA	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000100235.8	pc	many-to-many
ENSG00000274272.1	lncRNA	ENSMUSG00000029720.9	pc	many-to-many
ENSG00000228106.5	lncRNA	ENSMUSG00000030768.12	pc	one-to-many
ENSG00000274769.1	lncRNA	ENSMUSG00000020286.12	pc	one-to-many
ENSG00000254740.2	lncRNA	ENSMUSG00000111409.1	pc	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000030138.8	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098006.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098218.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098186.1	other	many-to-many
ENSG00000284116.1	lncRNA	ENSMUSG00000102083.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077146.1	ncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000110680.1	other	many-to-many
ENSG00000203279.3	lncRNA	ENSMUSG00000110699.1	other	many-to-many
ENSG00000236299.7	lncRNA	ENSMUSG00000114270.1	lncRNA	many-to-many
ENSG00000284722.1	lncRNA	ENSMUSG00000112052.1	other	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000061544.13	pc	many-to-many
ENSG00000235494.1	lncRNA	ENSMUSG00000083906.1	other	many-to-many
ENSG00000232412.1	lncRNA	ENSMUSG00000104042.1	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000079311.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098236.1	other	many-to-many
ENSG00000272635.1	lncRNA	ENSMUSG00000070871.10	pc	one-to-many
ENSG00000136315.4	lncRNA	ENSMUSG00000090166.2	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000059839.9	pc	many-to-many
ENSG00000269364.1	lncRNA	ENSMUSG00000115382.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000095214.1	ncRNA	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000060630.7	pc	many-to-many
ENSG00000278849.1	lncRNA	ENSMUSG00000021911.16	pc	one-to-many
ENSG00000251191.7	lncRNA	ENSMUSG00000110015.1	lncRNA	one-to-one
ENSG00000258754.7	lncRNA	ENSMUSG00000103673.1	lncRNA	one-to-one
ENSG00000269082.1	lncRNA	ENSMUSG00000104031.1	other	many-to-many
ENSG00000283549.1	lncRNA	ENSMUSG00000107705.1	pc	many-to-many
ENSG00000280087.1	lncRNA	ENSMUSG00000002985.16	pc	one-to-many
ENSG00000246877.1	lncRNA	ENSMUSG00000026825.17	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000096102.3	other	many-to-many
ENSG00000226266.6	lncRNA	ENSMUSG00000104946.1	other	many-to-many
ENSG00000262117.5	lncRNA	ENSMUSG00000081773.1	other	many-to-many
ENSG00000226067.6	lncRNA	ENSMUSG00000091655.3	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000072761.10	lncRNA	many-to-many
ENSG00000241295.1	lncRNA	ENSMUSG00000102967.1	lncRNA	one-to-one
ENSG00000235908.1	lncRNA	ENSMUSG00000084260.1	other	many-to-many
ENSG00000257322.5	lncRNA	ENSMUSG00000101517.6	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077691.1	ncRNA	many-to-many
ENSG00000137808.12	lncRNA	ENSMUSG00000031257.14	pc	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000091315.1	other	many-to-many
ENSG00000270103.3	lncRNA	ENSMUSG00000077577.1	ncRNA	many-to-many
ENSG00000254154.8	lncRNA	ENSMUSG00000026589.14	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000020420.8	pc	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000074283.5	pc	many-to-many
ENSG00000283352.1	lncRNA	ENSMUSG00000017631.18	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000098692.1	pc	many-to-many
ENSG00000225511.6	lncRNA	ENSMUSG00000042793.13	pc	one-to-many
ENSG00000179406.7	lncRNA	ENSMUSG00000036309.14	pc	many-to-many
ENSG00000172965.14	lncRNA	ENSMUSG00000074813.13	lncRNA	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077348.1	ncRNA	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000067931.5	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000084203.1	other	many-to-many
ENSG00000264772.6	lncRNA	ENSMUSG00000101188.1	other	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000087742.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000097291.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000097996.1	other	many-to-many
ENSG00000254010.1	lncRNA	ENSMUSG00000097493.3	lncRNA	one-to-many
ENSG00000232973.11	lncRNA	ENSMUSG00000081575.1	other	many-to-many
ENSG00000259001.3	lncRNA	ENSMUSG00000106222.1	lncRNA	many-to-many
ENSG00000223855.1	lncRNA	ENSMUSG00000075585.3	lncRNA	one-to-one
ENSG00000268654.1	lncRNA	ENSMUSG00000098657.1	ncRNA	many-to-many
ENSG00000273328.5	lncRNA	ENSMUSG00000033669.7	pc	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000093663.1	other	many-to-many
ENSG00000241860.6	lncRNA	ENSMUSG00000025340.14	pc	many-to-many
ENSG00000254024.1	lncRNA	ENSMUSG00000089804.2	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000098179.1	other	many-to-many
ENSG00000183242.11	lncRNA	ENSMUSG00000099243.1	ncRNA	one-to-many
ENSG00000259080.1	lncRNA	ENSMUSG00000082213.1	other	many-to-many
ENSG00000276266.1	lncRNA	ENSMUSG00000031651.5	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000096973.1	other	many-to-many
ENSG00000272904.1	lncRNA	ENSMUSG00000090700.1	pc	many-to-many
ENSG00000272752.6	lncRNA	ENSMUSG00000109713.1	pc	many-to-many
ENSG00000271816.1	lncRNA	ENSMUSG00000043681.5	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088440.1	ncRNA	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000090619.1	pc	many-to-many
ENSG00000259659.1	lncRNA	ENSMUSG00000043424.10	pc	one-to-many
ENSG00000259827.1	lncRNA	ENSMUSG00000081525.1	other	many-to-many
ENSG00000273066.5	lncRNA	ENSMUSG00000026939.12	pc	many-to-many
ENSG00000283757.1	lncRNA	ENSMUSG00000060301.6	pc	many-to-many
ENSG00000238057.8	lncRNA	ENSMUSG00000098566.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089178.1	ncRNA	many-to-many
ENSG00000281398.2	lncRNA	ENSMUSG00000105743.1	ncRNA	many-to-many
ENSG00000256185.1	lncRNA	ENSMUSG00000030287.15	pc	one-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000106550.1	lncRNA	many-to-many
ENSG00000215417.12	lncRNA	ENSMUSG00000065442.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077499.1	ncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000111693.1	other	many-to-many
ENSG00000231185.6	lncRNA	ENSMUSG00000036452.17	pc	one-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000083463.1	other	one-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000115256.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077169.1	ncRNA	many-to-many
ENSG00000244125.1	lncRNA	ENSMUSG00000109372.1	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000107979.1	lncRNA	many-to-many
ENSG00000261553.5	lncRNA	ENSMUSG00000033060.15	pc	many-to-many
ENSG00000231421.7	lncRNA	ENSMUSG00000053654.7	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089155.1	ncRNA	many-to-many
ENSG00000250447.5	lncRNA	ENSMUSG00000104314.1	lncRNA	one-to-one
ENSG00000269900.3	lncRNA	ENSMUSG00000088088.1	ncRNA	many-to-many
ENSG00000284116.1	lncRNA	ENSMUSG00000103323.1	other	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000113426.1	other	many-to-many
ENSG00000245322.6	lncRNA	ENSMUSG00000097703.1	lncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000083732.1	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000095745.1	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000115256.1	other	many-to-many
ENSG00000284612.1	lncRNA	ENSMUSG00000024276.7	pc	many-to-many
ENSG00000207955.5	lncRNA	ENSMUSG00000065485.1	ncRNA	one-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000030446.17	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000098692.1	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000100703.6	other	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000070605.4	pc	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000093929.1	ncRNA	many-to-many
ENSG00000231435.1	lncRNA	ENSMUSG00000114033.1	lncRNA	one-to-one
ENSG00000267939.1	lncRNA	ENSMUSG00000023235.14	pc	one-to-many
ENSG00000283757.1	lncRNA	ENSMUSG00000056824.15	pc	one-to-many
ENSG00000245556.2	lncRNA	ENSMUSG00000113494.1	lncRNA	one-to-one
ENSG00000215765.3	lncRNA	ENSMUSG00000031424.16	pc	one-to-many
ENSG00000241954.1	lncRNA	ENSMUSG00000072616.5	other	many-to-many
ENSG00000245293.2	lncRNA	ENSMUSG00000097761.1	lncRNA	one-to-one
ENSG00000198788.8	lncRNA	ENSMUSG00000090588.2	pc	one-to-many
ENSG00000272277.1	lncRNA	ENSMUSG00000110032.1	other	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000025812.17	pc	many-to-many
ENSG00000237187.8	lncRNA	ENSMUSG00000087143.9	lncRNA	one-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000093869.1	ncRNA	many-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000081855.4	other	many-to-many
ENSG00000225231.1	lncRNA	ENSMUSG00000047720.7	pc	one-to-one
ENSG00000250038.5	lncRNA	ENSMUSG00000086688.4	other	many-to-many
ENSG00000205396.11	lncRNA	ENSMUSG00000042331.13	pc	many-to-many
ENSG00000228786.5	lncRNA	ENSMUSG00000034219.15	pc	many-to-many
ENSG00000261498.1	lncRNA	ENSMUSG00000023068.16	pc	one-to-many
ENSG00000273018.5	lncRNA	ENSMUSG00000110333.1	pc	many-to-many
ENSG00000167355.7	lncRNA	ENSMUSG00000058200.2	pc	many-to-many
ENSG00000244327.1	lncRNA	ENSMUSG00000029607.14	pc	many-to-many
ENSG00000234456.7	lncRNA	ENSMUSG00000097626.5	lncRNA	one-to-one
ENSG00000234056.1	lncRNA	ENSMUSG00000021986.8	pc	one-to-many
ENSG00000283029.1	lncRNA	ENSMUSG00000105788.1	ncRNA	many-to-many
ENSG00000277147.4	lncRNA	ENSMUSG00000037119.4	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000062458.5	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098013.1	other	many-to-many
ENSG00000228010.5	lncRNA	ENSMUSG00000032425.15	pc	many-to-many
ENSG00000260604.2	lncRNA	ENSMUSG00000113484.1	lncRNA	one-to-many
ENSG00000272635.1	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000225489.6	lncRNA	ENSMUSG00000111315.1	other	many-to-many
ENSG00000251022.6	lncRNA	ENSMUSG00000035325.16	pc	many-to-many
ENSG00000227400.2	lncRNA	ENSMUSG00000081783.2	other	many-to-many
ENSG00000237125.8	lncRNA	ENSMUSG00000110327.1	other	many-to-many
ENSG00000254929.6	lncRNA	ENSMUSG00000030138.8	pc	one-to-many
ENSG00000259001.3	lncRNA	ENSMUSG00000088675.1	ncRNA	many-to-many
ENSG00000260032.1	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000027157.10	pc	many-to-many
ENSG00000272691.1	lncRNA	ENSMUSG00000097183.2	lncRNA	many-to-many
ENSG00000268584.1	lncRNA	ENSMUSG00000099966.1	lncRNA	one-to-one
ENSG00000266268.5	lncRNA	ENSMUSG00000081450.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077804.1	ncRNA	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000067942.5	pc	many-to-many
ENSG00000215417.12	lncRNA	ENSMUSG00000065508.1	ncRNA	many-to-many
ENSG00000246130.1	lncRNA	ENSMUSG00000081883.2	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000081892.2	other	many-to-many
ENSG00000272717.1	lncRNA	ENSMUSG00000097885.7	lncRNA	one-to-one
ENSG00000284608.1	lncRNA	ENSMUSG00000037689.6	pc	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098167.1	other	many-to-many
ENSG00000260329.1	lncRNA	ENSMUSG00000023092.16	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000020311.17	pc	many-to-many
ENSG00000267188.1	lncRNA	ENSMUSG00000052675.11	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000095732.1	ncRNA	many-to-many
