# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)					
# by Sasti Gopal Das					
H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000232956.11	lncRNA	ENSMUSG00000085156.11	lncRNA	many-to-many	GENCODE.v47vsM4083
ENSG00000299795.1	lncRNA	ENSMUSG00000124940.1	lncRNA	one-to-half	GENCODE.v47vsM4084
ENSG00000255136.4	lncRNA	ENSMUSG00000085095.4	lncRNA	many-to-many	GENCODE.v47vsM4085
ENSG00000233101.11	lncRNA	ENSMUSG00000085645.4	lncRNA	many-to-many	GENCODE.v47vsM4086
ENSG00000225675.3	lncRNA	ENSMUSG00000087200.3	lncRNA	one-to-one	GENCODE.v47vsM4087
ENSG00000264449.6	lncRNA	ENSMUSG00000117004.3	lncRNA	one-to-many	GENCODE.v47vsM4088
ENSG00000267546.3	lncRNA	ENSMUSG00000138327.1	lncRNA	one-to-one	GENCODE.v47vsM4089
ENSG00000302536.1	lncRNA	ENSMUSG00000132024.1	lncRNA	many-to-many	GENCODE.v47vsM4090
ENSG00000254872.4	lncRNA	ENSMUSG00000134648.1	lncRNA	one-to-one	GENCODE.v47vsM4091
ENSG00000295331.1	lncRNA	ENSMUSG00000100658.4	lncRNA	one-to-one	GENCODE.v47vsM4092
ENSG00000299861.1	lncRNA	ENSMUSG00000140260.1	lncRNA	one-to-one	GENCODE.v47vsM4093
ENSG00000227292.2	lncRNA	ENSMUSG00000103091.2	lncRNA	one-to-many	GENCODE.v47vsM4094
ENSG00000240006.3	lncRNA	ENSMUSG00000141848.1	lncRNA	one-to-one	GENCODE.v47vsM4095
ENSG00000306849.1	lncRNA	ENSMUSG00000113358.3	lncRNA	one-to-one	GENCODE.v47vsM4096
ENSG00000273702.2	lncRNA	ENSMUSG00000120202.2	lncRNA	one-to-one	GENCODE.v47vsM4097
ENSG00000309659.1	lncRNA	ENSMUSG00000133003.1	lncRNA	one-to-one	GENCODE.v47vsM4098
ENSG00000246560.4	lncRNA	ENSMUSG00000097207.10	lncRNA	many-to-many	GENCODE.v47vsM4099
ENSG00000240405.8	lncRNA	ENSMUSG00000121018.2	lncRNA	many-to-many	GENCODE.v47vsM4100
ENSG00000232581.2	lncRNA	ENSMUSG00000105609.2	lncRNA	one-to-one	GENCODE.v47vsM4101
ENSG00000227016.5	lncRNA	ENSMUSG00000085084.10	lncRNA	one-to-many	GENCODE.v47vsM4102
ENSG00000231902.3	lncRNA	ENSMUSG00000130336.1	lncRNA	one-to-one	GENCODE.v47vsM4103
ENSG00000233824.3	lncRNA	ENSMUSG00000141818.1	lncRNA	one-to-many	GENCODE.v47vsM4104
ENSG00000258633.2	lncRNA	ENSMUSG00000133296.1	lncRNA	one-to-one	GENCODE.v47vsM4105
ENSG00000237436.2	lncRNA	ENSMUSG00000120016.2	lncRNA	one-to-one	GENCODE.v47vsM4106
ENSG00000260577.2	lncRNA	ENSMUSG00000130764.1	lncRNA	one-to-one	GENCODE.v47vsM4107
ENSG00000287497.4	lncRNA	ENSMUSG00000114573.3	lncRNA	one-to-many	GENCODE.v47vsM4108
ENSG00000295941.1	lncRNA	ENSMUSG00000123327.1	lncRNA	one-to-half	GENCODE.v47vsM4109
ENSG00000125804.15	lncRNA	ENSMUSG00000072673.3	lncRNA	many-to-many	GENCODE.v47vsM4110
ENSG00000227258.8	lncRNA	ENSMUSG00000126913.1	lncRNA	one-to-one	GENCODE.v47vsM4111
ENSG00000227741.2	lncRNA	ENSMUSG00000092085.3	lncRNA	one-to-one	GENCODE.v47vsM4112
ENSG00000293977.1	lncRNA	ENSMUSG00000112189.3	lncRNA	one-to-one	GENCODE.v47vsM4113
ENSG00000274565.2	lncRNA	ENSMUSG00000123421.1	lncRNA	one-to-one	GENCODE.v47vsM4114
ENSG00000256196.3	lncRNA	ENSMUSG00000139856.1	lncRNA	one-to-one	GENCODE.v47vsM4115
ENSG00000242516.5	lncRNA	ENSMUSG00000097073.9	lncRNA	one-to-many	GENCODE.v47vsM4116
ENSG00000307624.1	lncRNA	ENSMUSG00000118175.3	lncRNA	one-to-one	GENCODE.v47vsM4117
ENSG00000301622.1	lncRNA	ENSMUSG00000097729.5	lncRNA	one-to-many	GENCODE.v47vsM4118
ENSG00000295551.1	lncRNA	ENSMUSG00000141582.1	lncRNA	one-to-one	GENCODE.v47vsM4119
ENSG00000298078.1	lncRNA	ENSMUSG00000138591.1	lncRNA	one-to-one	GENCODE.v47vsM4120
ENSG00000163081.4	lncRNA	ENSMUSG00000120041.2	lncRNA	one-to-one	GENCODE.v47vsM4121
ENSG00000271874.2	lncRNA	ENSMUSG00000096971.5	lncRNA	one-to-one	GENCODE.v47vsM4122
ENSG00000293264.2	lncRNA	ENSMUSG00000141779.1	lncRNA	many-to-many	GENCODE.v47vsM4123
ENSG00000293471.2	lncRNA	ENSMUSG00000138037.1	lncRNA	many-to-many	GENCODE.v47vsM4124
ENSG00000291177.2	lncRNA	ENSMUSG00000121815.1	lncRNA	many-to-many	GENCODE.v47vsM4125
ENSG00000296672.1	lncRNA	ENSMUSG00000141576.1	lncRNA	many-to-many	GENCODE.v47vsM4126
ENSG00000272717.1	lncRNA	ENSMUSG00000097885.9	lncRNA	one-to-many	GENCODE.v47vsM4127
ENSG00000304093.1	lncRNA	ENSMUSG00000123187.1	lncRNA	many-to-many	GENCODE.v47vsM4128
ENSG00000290803.2	lncRNA	ENSMUSG00000122536.1	lncRNA	many-to-many	GENCODE.v47vsM4129
ENSG00000307714.1	lncRNA	ENSMUSG00000120979.2	lncRNA	one-to-one	GENCODE.v47vsM4130
ENSG00000258676.6	lncRNA	ENSMUSG00000108548.2	lncRNA	one-to-many	GENCODE.v47vsM4131
ENSG00000249776.6	lncRNA	ENSMUSG00000101416.2	lncRNA	one-to-one	GENCODE.v47vsM4132
ENSG00000283078.2	lncRNA	ENSMUSG00000085704.4	lncRNA	one-to-one	GENCODE.v47vsM4133
ENSG00000270117.3	lncRNA	ENSMUSG00000131117.1	lncRNA	one-to-many	GENCODE.v47vsM4134
ENSG00000248107.3	lncRNA	ENSMUSG00000135004.1	lncRNA	one-to-one	GENCODE.v47vsM4135
ENSG00000226320.7	lncRNA	ENSMUSG00000111235.2	lncRNA	one-to-one	GENCODE.v47vsM4136
ENSG00000289041.2	lncRNA	ENSMUSG00000080727.5	lncRNA	one-to-many	GENCODE.v47vsM4137
ENSG00000289931.2	lncRNA	ENSMUSG00000086127.3	lncRNA	many-to-many	GENCODE.v47vsM4138
ENSG00000298994.1	lncRNA	ENSMUSG00000107737.3	lncRNA	one-to-many	GENCODE.v47vsM4139
ENSG00000295262.1	lncRNA	ENSMUSG00000089671.3	lncRNA	one-to-one	GENCODE.v47vsM4140
ENSG00000177369.12	lncRNA	ENSMUSG00000129991.1	lncRNA	many-to-many	GENCODE.v47vsM4141
ENSG00000186960.15	lncRNA	ENSMUSG00000104861.3	lncRNA	many-to-many	GENCODE.v47vsM4142
ENSG00000285090.2	lncRNA	ENSMUSG00000102946.3	lncRNA	one-to-many	GENCODE.v47vsM4143
ENSG00000293398.2	lncRNA	ENSMUSG00000097689.3	lncRNA	many-to-many	GENCODE.v47vsM4144
ENSG00000304331.1	lncRNA	ENSMUSG00000137800.1	lncRNA	one-to-one	GENCODE.v47vsM4145
ENSG00000309036.1	lncRNA	ENSMUSG00000087305.11	lncRNA	one-to-many	GENCODE.v47vsM4146
ENSG00000229770.3	lncRNA	ENSMUSG00000098027.2	lncRNA	one-to-one	GENCODE.v47vsM4147
ENSG00000238062.7	lncRNA	ENSMUSG00000122063.1	lncRNA	one-to-many	GENCODE.v47vsM4148
ENSG00000253641.6	lncRNA	ENSMUSG00000090785.2	lncRNA	one-to-many	GENCODE.v47vsM4149
ENSG00000302260.1	lncRNA	ENSMUSG00000143782.1	lncRNA	one-to-one	GENCODE.v47vsM4150
ENSG00000227210.3	lncRNA	ENSMUSG00000142309.1	lncRNA	one-to-many	GENCODE.v47vsM4151
ENSG00000307869.1	lncRNA	ENSMUSG00000124334.1	lncRNA	one-to-one	GENCODE.v47vsM4152
ENSG00000285755.3	lncRNA	ENSMUSG00000122422.1	lncRNA	one-to-one	GENCODE.v47vsM4153
ENSG00000272970.6	lncRNA	ENSMUSG00000122447.1	lncRNA	many-to-many	GENCODE.v47vsM4154
ENSG00000268403.4	lncRNA	ENSMUSG00000073867.3	lncRNA	one-to-many	GENCODE.v47vsM4155
ENSG00000235042.2	lncRNA	ENSMUSG00000138291.1	lncRNA	one-to-one	GENCODE.v47vsM4156
ENSG00000300882.1	lncRNA	ENSMUSG00000141885.1	lncRNA	one-to-one	GENCODE.v47vsM4157
ENSG00000247081.9	lncRNA	ENSMUSG00000136918.1	lncRNA	one-to-many	GENCODE.v47vsM4158
ENSG00000240476.3	lncRNA	ENSMUSG00000126563.1	lncRNA	one-to-many	GENCODE.v47vsM4159
ENSG00000272243.7	lncRNA	ENSMUSG00000111633.2	lncRNA	many-to-many	GENCODE.v47vsM4160
ENSG00000230286.1	lncRNA	ENSMUSG00000087258.3	lncRNA	one-to-one	GENCODE.v47vsM4161
ENSG00000287378.2	lncRNA	ENSMUSG00000116877.3	lncRNA	one-to-one	GENCODE.v47vsM4162
ENSG00000260526.1	lncRNA	ENSMUSG00000105550.3	lncRNA	one-to-one	GENCODE.v47vsM4163
ENSG00000290923.2	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM4164
ENSG00000295463.1	lncRNA	ENSMUSG00000113689.3	lncRNA	one-to-many	GENCODE.v47vsM4165
ENSG00000251171.1	lncRNA	ENSMUSG00000129917.1	lncRNA	one-to-many	GENCODE.v47vsM4166
ENSG00000230918.4	lncRNA	ENSMUSG00000138961.1	lncRNA	one-to-one	GENCODE.v47vsM4167
ENSG00000290199.2	lncRNA	ENSMUSG00000086381.2	lncRNA	many-to-many	GENCODE.v47vsM4168
ENSG00000224918.2	lncRNA	ENSMUSG00000143229.1	lncRNA	one-to-many	GENCODE.v47vsM4169
ENSG00000303036.1	lncRNA	ENSMUSG00000142160.1	lncRNA	one-to-one	GENCODE.v47vsM4170
ENSG00000229327.1	lncRNA	ENSMUSG00000101320.2	lncRNA	one-to-many	GENCODE.v47vsM4171
ENSG00000228862.6	lncRNA	ENSMUSG00000131933.1	lncRNA	one-to-one	GENCODE.v47vsM4172
ENSG00000308232.1	lncRNA	ENSMUSG00000120694.2	lncRNA	one-to-one	GENCODE.v47vsM4173
ENSG00000232229.9	lncRNA	ENSMUSG00000117865.2	lncRNA	one-to-one	GENCODE.v47vsM4174
ENSG00000241505.1	lncRNA	ENSMUSG00000099964.8	lncRNA	one-to-many	GENCODE.v47vsM4175
ENSG00000253438.6	lncRNA	ENSMUSG00000097493.4	lncRNA	one-to-many	GENCODE.v47vsM4176
ENSG00000306514.1	lncRNA	ENSMUSG00000087549.3	lncRNA	one-to-one	GENCODE.v47vsM4177
ENSG00000285513.1	lncRNA	ENSMUSG00000074373.8	lncRNA	one-to-one	GENCODE.v47vsM4178
ENSG00000280739.7	lncRNA	ENSMUSG00000111828.3	lncRNA	one-to-half	GENCODE.v47vsM4179
ENSG00000237463.8	lncRNA	ENSMUSG00000142769.1	lncRNA	many-to-many	GENCODE.v47vsM4180
ENSG00000279446.1	lncRNA	ENSMUSG00000119992.2	lncRNA	one-to-many	GENCODE.v47vsM4181
ENSG00000298321.1	lncRNA	ENSMUSG00000143072.1	lncRNA	one-to-one	GENCODE.v47vsM4182
ENSG00000232907.10	lncRNA	ENSMUSG00000087179.11	lncRNA	one-to-many	GENCODE.v47vsM4183
ENSG00000243150.7	lncRNA	ENSMUSG00000130414.1	lncRNA	one-to-one	GENCODE.v47vsM4184
ENSG00000231890.11	lncRNA	ENSMUSG00000141506.1	lncRNA	one-to-one	GENCODE.v47vsM4185
ENSG00000267607.2	lncRNA	ENSMUSG00000110790.3	lncRNA	one-to-many	GENCODE.v47vsM4186
ENSG00000287581.1	lncRNA	ENSMUSG00000133671.1	lncRNA	one-to-many	GENCODE.v47vsM4187
ENSG00000272537.2	lncRNA	ENSMUSG00000091007.2	lncRNA	one-to-one	GENCODE.v47vsM4188
ENSG00000306911.1	lncRNA	ENSMUSG00000120039.2	lncRNA	one-to-many	GENCODE.v47vsM4189
ENSG00000253633.3	lncRNA	ENSMUSG00000128411.1	lncRNA	one-to-one	GENCODE.v47vsM4190
ENSG00000296943.1	lncRNA	ENSMUSG00000120586.2	lncRNA	one-to-one	GENCODE.v47vsM4191
ENSG00000286619.1	lncRNA	ENSMUSG00000137993.1	lncRNA	many-to-many	GENCODE.v47vsM4192
ENSG00000204685.10	lncRNA	ENSMUSG00000103957.2	lncRNA	one-to-one	GENCODE.v47vsM4193
ENSG00000228956.10	lncRNA	ENSMUSG00000102600.2	lncRNA	one-to-many	GENCODE.v47vsM4194
ENSG00000228639.9	lncRNA	ENSMUSG00000135840.1	lncRNA	many-to-many	GENCODE.v47vsM4195
ENSG00000288777.1	lncRNA	ENSMUSG00000140696.1	lncRNA	one-to-one	GENCODE.v47vsM4196
ENSG00000228839.6	lncRNA	ENSMUSG00000053263.5	lncRNA	one-to-one	GENCODE.v47vsM4197
ENSG00000272086.3	lncRNA	ENSMUSG00000120063.2	lncRNA	one-to-many	GENCODE.v47vsM4198
ENSG00000296647.1	lncRNA	ENSMUSG00000109412.2	lncRNA	one-to-many	GENCODE.v47vsM4199
ENSG00000292997.1	lncRNA	ENSMUSG00000121818.2	lncRNA	many-to-many	GENCODE.v47vsM4200
ENSG00000271889.2	lncRNA	ENSMUSG00000086459.5	lncRNA	many-to-many	GENCODE.v47vsM4201
ENSG00000294596.1	lncRNA	ENSMUSG00000085289.3	lncRNA	one-to-one	GENCODE.v47vsM4202
ENSG00000214922.10	lncRNA	ENSMUSG00000079505.4	lncRNA	many-to-many	GENCODE.v47vsM4203
ENSG00000237057.4	lncRNA	ENSMUSG00000137929.1	lncRNA	many-to-many	GENCODE.v47vsM4204
ENSG00000303842.1	lncRNA	ENSMUSG00000141361.1	lncRNA	one-to-half	GENCODE.v47vsM4205
ENSG00000302057.1	lncRNA	ENSMUSG00000129861.1	lncRNA	one-to-one	GENCODE.v47vsM4206
ENSG00000307151.1	lncRNA	ENSMUSG00000141887.1	lncRNA	one-to-one	GENCODE.v47vsM4207
ENSG00000261082.2	lncRNA	ENSMUSG00000139131.1	lncRNA	one-to-one	GENCODE.v47vsM4208
ENSG00000234350.8	lncRNA	ENSMUSG00000087264.3	lncRNA	one-to-many	GENCODE.v47vsM4209
ENSG00000306278.1	lncRNA	ENSMUSG00000120365.2	lncRNA	one-to-one	GENCODE.v47vsM4210
ENSG00000271860.10	lncRNA	ENSMUSG00000100395.2	lncRNA	many-to-many	GENCODE.v47vsM4211
ENSG00000294134.1	lncRNA	ENSMUSG00000123614.1	lncRNA	one-to-many	GENCODE.v47vsM4212
ENSG00000302180.1	lncRNA	ENSMUSG00000133055.1	lncRNA	one-to-one	GENCODE.v47vsM4213
ENSG00000287218.1	lncRNA	ENSMUSG00000142000.1	lncRNA	one-to-many	GENCODE.v47vsM4214
ENSG00000218537.1	lncRNA	ENSMUSG00000122183.1	lncRNA	many-to-many	GENCODE.v47vsM4215
ENSG00000264107.2	lncRNA	ENSMUSG00000133520.1	lncRNA	many-to-many	GENCODE.v47vsM4216
ENSG00000287553.2	lncRNA	ENSMUSG00000085609.4	lncRNA	one-to-many	GENCODE.v47vsM4217
ENSG00000293618.1	lncRNA	ENSMUSG00000101153.3	lncRNA	one-to-many	GENCODE.v47vsM4218
ENSG00000225806.9	lncRNA	ENSMUSG00000132887.1	lncRNA	one-to-many	GENCODE.v47vsM4219
ENSG00000294915.1	lncRNA	ENSMUSG00000115627.3	lncRNA	one-to-one	GENCODE.v47vsM4220
ENSG00000213904.12	lncRNA	ENSMUSG00000074232.4	lncRNA	many-to-many	GENCODE.v47vsM4221
ENSG00000238057.11	lncRNA	ENSMUSG00000052248.19	lncRNA	many-to-many	GENCODE.v47vsM4222
ENSG00000226877.10	lncRNA	ENSMUSG00000097399.9	lncRNA	one-to-many	GENCODE.v47vsM4223
ENSG00000231304.3	lncRNA	ENSMUSG00000126270.1	lncRNA	one-to-many	GENCODE.v47vsM4224
ENSG00000290110.2	lncRNA	ENSMUSG00000137095.1	lncRNA	one-to-one	GENCODE.v47vsM4225
ENSG00000308742.1	lncRNA	ENSMUSG00000141699.1	lncRNA	one-to-many	GENCODE.v47vsM4226
ENSG00000289166.2	lncRNA	ENSMUSG00000126062.1	lncRNA	one-to-half	GENCODE.v47vsM4227
ENSG00000289924.1	lncRNA	ENSMUSG00000130683.1	lncRNA	one-to-one	GENCODE.v47vsM4228
ENSG00000260351.1	lncRNA	ENSMUSG00000120034.2	lncRNA	one-to-one	GENCODE.v47vsM4229
ENSG00000303496.1	lncRNA	ENSMUSG00000087196.4	lncRNA	one-to-many	GENCODE.v47vsM4230
ENSG00000301045.1	lncRNA	ENSMUSG00000084873.4	lncRNA	one-to-one	GENCODE.v47vsM4231
ENSG00000263342.2	lncRNA	ENSMUSG00000129224.1	lncRNA	one-to-one	GENCODE.v47vsM4232
ENSG00000291208.2	lncRNA	ENSMUSG00000136814.1	lncRNA	many-to-many	GENCODE.v47vsM4233
ENSG00000304791.1	lncRNA	ENSMUSG00000114898.4	lncRNA	one-to-many	GENCODE.v47vsM4234
ENSG00000303654.1	lncRNA	ENSMUSG00000140630.1	lncRNA	one-to-one	GENCODE.v47vsM4235
ENSG00000157306.15	lncRNA	ENSMUSG00000093452.6	lncRNA	many-to-many	GENCODE.v47vsM4236
ENSG00000293414.2	lncRNA	ENSMUSG00000121308.2	lncRNA	many-to-many	GENCODE.v47vsM4237
ENSG00000229807.14	lncRNA	ENSMUSG00000086503.6	lncRNA	many-to-many	GENCODE.v47vsM4238
ENSG00000245164.11	lncRNA	ENSMUSG00000115681.4	lncRNA	one-to-one	GENCODE.v47vsM4239
ENSG00000271434.3	lncRNA	ENSMUSG00000087657.9	lncRNA	one-to-one	GENCODE.v47vsM4240
ENSG00000237361.6	lncRNA	ENSMUSG00000115092.4	lncRNA	one-to-one	GENCODE.v47vsM4241
ENSG00000246090.10	lncRNA	ENSMUSG00000128375.1	lncRNA	one-to-many	GENCODE.v47vsM4242
ENSG00000237125.14	lncRNA	ENSMUSG00000121988.1	lncRNA	many-to-many	GENCODE.v47vsM4243
ENSG00000282556.6	lncRNA	ENSMUSG00000124079.1	lncRNA	one-to-many	GENCODE.v47vsM4244
ENSG00000286874.2	lncRNA	ENSMUSG00000120342.2	lncRNA	one-to-half	GENCODE.v47vsM4245
ENSG00000303755.1	lncRNA	ENSMUSG00000142628.1	lncRNA	one-to-many	GENCODE.v47vsM4246
ENSG00000245213.8	lncRNA	ENSMUSG00000110419.4	lncRNA	one-to-one	GENCODE.v47vsM4247
ENSG00000284237.2	lncRNA	ENSMUSG00000097325.4	lncRNA	one-to-many	GENCODE.v47vsM4248
ENSG00000287951.2	lncRNA	ENSMUSG00000140250.1	lncRNA	one-to-one	GENCODE.v47vsM4249
ENSG00000303057.1	lncRNA	ENSMUSG00000131830.1	lncRNA	one-to-one	GENCODE.v47vsM4250
ENSG00000270112.6	lncRNA	ENSMUSG00000073532.4	lncRNA	one-to-many	GENCODE.v47vsM4251
ENSG00000224149.1	lncRNA	ENSMUSG00000093738.4	lncRNA	one-to-many	GENCODE.v47vsM4252
ENSG00000229847.10	lncRNA	ENSMUSG00000087095.5	lncRNA	one-to-many	GENCODE.v47vsM4253
ENSG00000288029.2	lncRNA	ENSMUSG00000114774.3	lncRNA	one-to-one	GENCODE.v47vsM4254
ENSG00000273061.4	lncRNA	ENSMUSG00000123630.1	lncRNA	one-to-one	GENCODE.v47vsM4255
ENSG00000309737.1	lncRNA	ENSMUSG00000087351.2	lncRNA	one-to-many	GENCODE.v47vsM4256
ENSG00000285533.5	lncRNA	ENSMUSG00000120141.2	lncRNA	one-to-one	GENCODE.v47vsM4257
ENSG00000249738.11	lncRNA	ENSMUSG00000138424.1	lncRNA	one-to-many	GENCODE.v47vsM4258
ENSG00000247311.4	lncRNA	ENSMUSG00000140148.1	lncRNA	one-to-many	GENCODE.v47vsM4259
ENSG00000258099.2	lncRNA	ENSMUSG00000120053.2	lncRNA	one-to-one	GENCODE.v47vsM4260
ENSG00000303320.1	lncRNA	ENSMUSG00000140427.1	lncRNA	one-to-many	GENCODE.v47vsM4261
ENSG00000224177.9	lncRNA	ENSMUSG00000131018.1	lncRNA	many-to-many	GENCODE.v47vsM4262
ENSG00000303847.1	lncRNA	ENSMUSG00000085733.3	lncRNA	one-to-many	GENCODE.v47vsM4263
ENSG00000227502.5	lncRNA	ENSMUSG00000103299.2	lncRNA	one-to-one	GENCODE.v47vsM4264
ENSG00000276627.4	lncRNA	ENSMUSG00000121996.1	lncRNA	one-to-one	GENCODE.v47vsM4265
ENSG00000286928.1	lncRNA	ENSMUSG00000128369.1	lncRNA	one-to-one	GENCODE.v47vsM4266
ENSG00000301582.1	lncRNA	ENSMUSG00000136814.1	lncRNA	one-to-many	GENCODE.v47vsM4267
ENSG00000308860.1	lncRNA	ENSMUSG00000142252.1	lncRNA	one-to-one	GENCODE.v47vsM4268
ENSG00000296245.1	lncRNA	ENSMUSG00000127473.1	lncRNA	one-to-one	GENCODE.v47vsM4269
ENSG00000223617.4	lncRNA	ENSMUSG00000139508.1	lncRNA	one-to-half	GENCODE.v47vsM4270
ENSG00000264066.8	lncRNA	ENSMUSG00000129710.1	lncRNA	many-to-many	GENCODE.v47vsM4271
ENSG00000226674.12	lncRNA	ENSMUSG00000120385.2	lncRNA	many-to-many	GENCODE.v47vsM4272
ENSG00000255250.3	lncRNA	ENSMUSG00000092071.2	lncRNA	one-to-one	GENCODE.v47vsM4273
ENSG00000235140.3	lncRNA	ENSMUSG00000139339.1	lncRNA	one-to-many	GENCODE.v47vsM4274
ENSG00000259642.3	lncRNA	ENSMUSG00000052154.6	lncRNA	one-to-many	GENCODE.v47vsM4275
ENSG00000228288.10	lncRNA	ENSMUSG00000120829.2	lncRNA	many-to-many	GENCODE.v47vsM4276
ENSG00000233262.1	lncRNA	ENSMUSG00000132110.1	lncRNA	one-to-one	GENCODE.v47vsM4277
ENSG00000227716.2	lncRNA	ENSMUSG00000118057.2	lncRNA	one-to-half	GENCODE.v47vsM4278
ENSG00000239381.8	lncRNA	ENSMUSG00000106525.3	lncRNA	one-to-one	GENCODE.v47vsM4279
ENSG00000308510.1	lncRNA	ENSMUSG00000131614.1	lncRNA	one-to-one	GENCODE.v47vsM4280
ENSG00000279174.1	lncRNA	ENSMUSG00000132346.1	lncRNA	one-to-many	GENCODE.v47vsM4281
ENSG00000275441.3	lncRNA	ENSMUSG00000066175.5	lncRNA	one-to-one	GENCODE.v47vsM4282
ENSG00000259672.3	lncRNA	ENSMUSG00000138426.1	lncRNA	one-to-one	GENCODE.v47vsM4283
ENSG00000265702.3	lncRNA	ENSMUSG00000086487.3	lncRNA	one-to-one	GENCODE.v47vsM4284
ENSG00000308299.1	lncRNA	ENSMUSG00000136368.1	lncRNA	one-to-one	GENCODE.v47vsM4285
ENSG00000232465.1	lncRNA	ENSMUSG00000132057.1	lncRNA	one-to-one	GENCODE.v47vsM4286
ENSG00000257746.3	lncRNA	ENSMUSG00000112771.3	lncRNA	one-to-one	GENCODE.v47vsM4287
ENSG00000246430.10	lncRNA	ENSMUSG00000130082.1	lncRNA	one-to-one	GENCODE.v47vsM4288
ENSG00000247151.8	lncRNA	ENSMUSG00000136802.1	lncRNA	many-to-many	GENCODE.v47vsM4289
ENSG00000248932.9	lncRNA	ENSMUSG00000141779.1	lncRNA	many-to-many	GENCODE.v47vsM4290
ENSG00000286272.2	lncRNA	ENSMUSG00000100534.2	lncRNA	one-to-one	GENCODE.v47vsM4291
ENSG00000283573.2	lncRNA	ENSMUSG00000143158.1	lncRNA	one-to-one	GENCODE.v47vsM4292
ENSG00000293273.1	lncRNA	ENSMUSG00000123769.1	lncRNA	many-to-many	GENCODE.v47vsM4293
ENSG00000289938.2	lncRNA	ENSMUSG00000144139.1	lncRNA	one-to-one	GENCODE.v47vsM4294
ENSG00000258740.2	lncRNA	ENSMUSG00000120553.1	lncRNA	one-to-one	GENCODE.v47vsM4295
ENSG00000307375.1	lncRNA	ENSMUSG00000131438.1	lncRNA	one-to-one	GENCODE.v47vsM4296
ENSG00000291200.2	lncRNA	ENSMUSG00000137115.1	lncRNA	many-to-many	GENCODE.v47vsM4297
ENSG00000279249.5	lncRNA	ENSMUSG00000098295.3	lncRNA	one-to-one	GENCODE.v47vsM4298
ENSG00000231881.3	lncRNA	ENSMUSG00000135857.1	lncRNA	one-to-many	GENCODE.v47vsM4299
ENSG00000224349.3	lncRNA	ENSMUSG00000102398.2	lncRNA	one-to-many	GENCODE.v47vsM4300
ENSG00000236790.8	lncRNA	ENSMUSG00000127584.1	lncRNA	many-to-many	GENCODE.v47vsM4301
ENSG00000293254.2	lncRNA	ENSMUSG00000120150.2	lncRNA	many-to-many	GENCODE.v47vsM4302
ENSG00000280424.1	lncRNA	ENSMUSG00000135529.1	lncRNA	one-to-one	GENCODE.v47vsM4303
ENSG00000285051.3	lncRNA	ENSMUSG00000085953.4	lncRNA	one-to-one	GENCODE.v47vsM4304
ENSG00000278484.2	lncRNA	ENSMUSG00000127631.1	lncRNA	one-to-one	GENCODE.v47vsM4305
ENSG00000232685.6	lncRNA	ENSMUSG00000085292.3	lncRNA	many-to-many	GENCODE.v47vsM4306
ENSG00000257891.2	lncRNA	ENSMUSG00000135651.1	lncRNA	one-to-many	GENCODE.v47vsM4307
ENSG00000263327.7	lncRNA	ENSMUSG00000104784.3	lncRNA	one-to-many	GENCODE.v47vsM4308
ENSG00000301641.1	lncRNA	ENSMUSG00000138370.1	lncRNA	one-to-one	GENCODE.v47vsM4309
ENSG00000226237.5	lncRNA	ENSMUSG00000050765.4	lncRNA	many-to-many	GENCODE.v47vsM4310
ENSG00000302282.1	lncRNA	ENSMUSG00000135547.1	lncRNA	one-to-one	GENCODE.v47vsM4311
ENSG00000290768.2	lncRNA	ENSMUSG00000142529.1	lncRNA	many-to-many	GENCODE.v47vsM4312
ENSG00000301041.1	lncRNA	ENSMUSG00000124496.1	lncRNA	many-to-many	GENCODE.v47vsM4313
ENSG00000296499.1	lncRNA	ENSMUSG00000097125.5	lncRNA	one-to-many	GENCODE.v47vsM4314
ENSG00000273132.2	lncRNA	ENSMUSG00000134855.1	lncRNA	one-to-one	GENCODE.v47vsM4315
ENSG00000305028.1	lncRNA	ENSMUSG00000142812.1	lncRNA	one-to-one	GENCODE.v47vsM4316
ENSG00000261448.2	lncRNA	ENSMUSG00000122126.1	lncRNA	one-to-one	GENCODE.v47vsM4317
ENSG00000241135.9	lncRNA	ENSMUSG00000104189.2	lncRNA	one-to-many	GENCODE.v47vsM4318
ENSG00000306397.1	lncRNA	ENSMUSG00000114503.2	lncRNA	one-to-one	GENCODE.v47vsM4319
ENSG00000247151.8	lncRNA	ENSMUSG00000127992.1	lncRNA	many-to-many	GENCODE.v47vsM4320
ENSG00000229337.3	lncRNA	ENSMUSG00000120684.2	lncRNA	many-to-many	GENCODE.v47vsM4321
ENSG00000288109.2	lncRNA	ENSMUSG00000126194.1	lncRNA	one-to-one	GENCODE.v47vsM4322
ENSG00000254854.2	lncRNA	ENSMUSG00000111334.3	lncRNA	one-to-many	GENCODE.v47vsM4323
ENSG00000290600.1	lncRNA	ENSMUSG00000121486.2	lncRNA	many-to-many	GENCODE.v47vsM4324
ENSG00000225963.9	lncRNA	ENSMUSG00000142292.1	lncRNA	many-to-many	GENCODE.v47vsM4325
